search_keyword,news_id,pubDate,collected_at,title,description,link,originallink,content,cluster_id,title_id,body_id,is_canon,replaced_by
이재명,f9b6ddbb51fd,,2026-01-30 15:40:14,검찰개혁 담당 청와대 사법제도비서관 사의 표명,"것으로 알고 있다”며 “검찰개혁과 직접 관련된 사안은 아니다”라고 설명했다. 사법제도비서관은 이재명 정부 출범 이후 민정수석비서관실 산하에 신설된 직책으로, 검찰개혁을 비롯한 사법제도 전반을 담당해 왔다.",https://n.news.naver.com/mnews/article/666/0000094833?sid=100,https://www.kyeonggi.com/article/20260130580189,"사직서 제출했지만 아직 수리 안 돼 청와대 “검찰개혁과는 무관” 검찰개혁을 포함한 사법 시스템 설계를 담당해 온 이진국 청와대 사법제도비서관이 최근 사의를 표명한 것으로 알려졌다. 30일 청와대에 따르면 이 비서관은 최근 사직서를 제출하며 원 소속인 아주대 법학전문대학원으로 복귀하겠다는 의사를 전달했으나, 사직서는 아직 수리되지 않은 상태다. 이 비서관은 업무 수행 과정에서 어려움을 호소해 온 것으로 전해졌다. 청와대 관계자는 이와 관련해 “오래전에 사의를 표명한 것으로 알고 있다”며 “검찰개혁과 직접 관련된 사안은 아니다”라고 설명했다. 사법제도비서관은 이재명 정부 출범 이후 민정수석비서관실 산하에 신설된 직책으로, 검찰개혁을 비롯한 사법제도 전반을 담당해 왔다.",C-18,T-4,B-4,True,f9b6ddbb51fd
이재명,4986da7a10e6,,2026-01-30 15:40:14,"李대통령 ""창업 오디션 프로그램 너무 적어…추경 편성해서라도 확대""",조재완 김경록 기자 = 이재명 대통령은 30일 중소벤처기업부가 추진하는 '대국민 창업 오디션 프로그램(모두의 창업)'이 단발성에 그치지 않도록 추경(추가경정예산안) 편성을 통해서라도 사업 규모를 키워야 한다는 뜻을... ,https://n.news.naver.com/mnews/article/003/0013740433?sid=100,https://www.newsis.com/view/NISX20260130_0003496997,"국가창업시대 전략회의서 '모두의 창업' 횟수 확대 주문 李 ""1년에 1회는 기회 부족…3월, 5월 분산 개최 방법도"" 한성숙 장관 ""분기 단위 확대 가능…적극적으로 추진"" [서울=뉴시스]조재완 김경록 기자 = 이재명 대통령은 30일 중소벤처기업부가 추진하는 '대국민 창업 오디션 프로그램(모두의 창업)'이 단발성에 그치지 않도록 추경(추가경정예산안) 편성을 통해서라도 사업 규모를 키워야 한다는 뜻을 밝혔다. 이 대통령은 이날 청와대에서 '국가창업시대 전략회의'를 열어 한성숙 중기부 장관으로부터 '모두의 창업' 프로젝트 계획을 보고받은 뒤 ""국가 창업 시대를 열겠다고 하면서 1년에 한 번만 하는 것은 너무 적은 것 같다""며 이같이 밝혔다. 이 대통령은 ""예를 들어 3월에 1진이 출발하고, 5월에 2진, 7월에 3진이 출발하는 식으로 횟수를 늘릴 수도 있지 않느냐""며 ""확보된 예산이 없고 추경이 언제 될지 몰라서 그러는 것 같은데, 예산을 쪼개서 쓰고 후반기 부분은 추경해서 (예산을) 확보해서 진행해도 될 것""이라고 말했다. 이어 이 대통령은 ""공공기관이나 공기업 쪽 사업으로 일부 할 수도 있고 방법은 여러 가지 있을 것""이라며 ""첫 출발이 잘 되면 적극적으로 확대해 달라""고 주문했다. 이에 대해 한 장관은 ""기획 단계에서 분기 단위 운영 구조를 생각했다""며 ""1년에 두 번 정도는 가능하지 않을까 생각하며 적극적으로 추진하겠다""고 답했다. 이날 한 장관이 보고한 '모두의 창업 2026' 프로젝트는 대규모 서바이벌 오디션 방식을 도입한 창업 인재 발굴 프로그램이다. 한 장관은 기존의 서류 심사 위주 지원 방식에서 벗어나 사람에 집중 투자하는 방식으로 창업 정책을 전환하겠다고 이날 보고했다. 보고 내용에 따르면 이번 프로젝트는 지역·전국 단위 경연을 통해 창업 인재 100명을 선발하는 구조다. 이 과정은 TV 오디션 프로그램으로도 제작돼 방영된다. 500명의 도전자들이 1년 동안 선배 창업가 500명의 멘토링과 1600명 전문가의 지원을 받으며 경쟁하게 된다. 최종 선발된 100명에게는 1억원의 창업 자금이 지원되며, 최종 우승자에게는 상금 5억원과 벤처 투자 자금 5억원 등 총 10억 원 상당의 혜택이 제공된다. 이를 뒷받침하기 위해 500억원 규모의 '창업 열풍 펀드'도 조성된다. 실패를 자산화하는 제도적 장치도 마련된다. 중기부는 탈락자들의 경험을 '도전 경력서' 형태로 기록해 향후 정부 지원 사업이나 재도전 시 가산점 등으로 활용할 계획이다. 또한 청년 도전 학교를 운영해 재창업을 지원하고, 테크 창업가를 위해 정부가 첫 구매자가 돼 판로를 개척해 주는 방안도 추진된다.",C-33,T-5,B-5,True,4986da7a10e6
이재명,6e8695b89834,,2026-01-30 15:40:14,"국방부, '12·3 비상계엄 가담' 이상현·김대우 준장도 파면",비상계엄 당시 방첩사 수사단장이었던 김 전 단장은 방첩사 인력을 중심으로 체포조를 구성해 이재명 당시 더불어민주당 대표 등 주요 인사 14명의 체포를 시도했다는 혐의를 받는다. 앞서 국방부는 전날 이들과 함께... ,https://n.news.naver.com/mnews/article/047/0002503335?sid=100,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003203221&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,"불구속 기소 장성 2명... 국방부 ""법령·성실의무 위반으로 중징계"" ▲ 청문회 나온 이상현 특전사 제1공수특전여단장 지난 2025년 2월 21일 이상현 당시 특수전사령부 제1공수특전여단장이 국회에서 열린 내란 국조특위 4차 청문회에 출석해 답변하고 있다. ⓒ 남소연 국방부가 12·3 비상계엄 당시 국회 봉쇄와 정치인 체포 시도에 관여한 이상현 전 육군 특수전사령부 제1공수특전여단장(준장), 김대우 전 국군방첩사령부 수사단장(준장)을 파면했다. 국방부는 30일 ""12·3 내란사건과 관련해 불구속 기소된 장성 2명에 대해 법령준수의무 및 성실의무 위반으로 중징계(파면) 처분했다""고 밝혔다. 이 전 여단장은 윤석열 전 대통령이 비상계엄을 선포한 직후 당시 병력을 국회에 출동시켜 국회의사당 내부로 침투하려 한 혐의를 받고 있다. 당시 이 전 여단장은 ""(국회의원들이) 국회의사당 본관 문을 걸어 잠그고 의결하려고 하고 있다고 한다. 문짝을 부셔서라도 다 끄집어내라""며 부하들에게 명령한 녹취가 재판 과정에서 공개된 바 있다. 비상계엄 당시 방첩사 수사단장이었던 김 전 단장은 방첩사 인력을 중심으로 체포조를 구성해 이재명 당시 더불어민주당 대표 등 주요 인사 14명의 체포를 시도했다는 혐의를 받는다. 앞서 국방부는 전날 이들과 함께 징계위원회에 회부됐던 김현태 전 특전사 707특수임무단장(대령), 고동희 전 국군정보사령부 계획처장(대령)과 김봉규 전 정보사 중앙신문단장(대령), 정성욱 전 정보사 100여단 2사업단장(대령) 등 대령 4명을 파면한 바 있다. 이들은 모두 '내란 중요임무 종사' 혐의로 불구속 기소돼 서울중앙지방법원에서 재판받고 있다. 계엄 당시 이들의 직속 상관이었던 여인형 전 방첩사령관(중장)과 문상호 전 정보사령관(소장)은 파면 징계를 받았고, 곽종근 전 특전사령관(중장)은 해임됐다. 파면된 군인은 즉시 군적이 박탈되고, 군인연금 수령액이 절반으로 줄며 향후 5년간 공직 임용이 제한된다.",C-35,T-11,B-11,True,6e8695b89834
이재명,5d6916f3aef6,,2026-01-30 15:40:14,"민주노총 울산본부 “이재명, 회사편에서 노조 탓…유감”",밝힌 이재명 대통령을 향해 민주노총 울산본부가 “사측 편을 들고 나섰다”며 유감을 표명했습니다. 민주노총 울산본부는 오늘(30일) 성명서를 통해 “이재명 대통령이 노동자들의 걱정은 무시하고 문제를 제기한 현대차... ,https://n.news.naver.com/mnews/article/056/0012115841?sid=102,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8473499&ref=A,"현대차 노조의 ‘노사 합의 없는 로봇 도입 반대’ 주장에 “거대한 수레를 피할 수 없다”는 입장을 밝힌 이재명 대통령을 향해 민주노총 울산본부가 “사측 편을 들고 나섰다”며 유감을 표명했습니다. 민주노총 울산본부는 오늘(30일) 성명서를 통해 “이재명 대통령이 노동자들의 걱정은 무시하고 문제를 제기한 현대차 노조를 겨냥하며 사측 편향을 보여주고 있다”고 비판했습니다. 그러면서 이 대통령을 향해 “미래를 위한 기본 사회 준비를 주장했지만, 그것이 기업의 노사 문제에 이래라저래라 간섭하는 방식은 아닐 것”이라고 비판하며, “새로운 산업전환에 대해 노동 존중 인공지능 시대를 준비해야 한다”고 주장했습니다. 울산본부는 이어 “현대차그룹은 내연기관 중심 자동차 제조기업에서 AI, 로보틱스를 아우르는 모빌리티 기술 기업으로 나가고 있다”며, “이에 노동자 대신 로봇이 투입된다면 당연히 노동자들의 일자리는 사라지게 되고, 미래의 삶은 더 빈곤하고 가난해질지도 모른다”고 강조했습니다. 현대차 노조의 ‘로봇 도입 반대’ 발언에 대해서는 “‘아틀라스’와 같은 휴머노이드 로봇 도입을 반대하는 이유는 고용 축소에 더해 생산 체계를 바꿀 수 있기 때문”이라며, “도입 자체에 대한 반대가 아닌 ‘노사 합의’를 전제조건으로 로봇 도입을 반대하고 있다”고 말했습니다. 앞서 금속노조 현대차지부가 현대차의 휴머노이드 로봇 아틀라스에 대해 “노사 합의 없이는 1대도 들어올 수 없다”고 주장하자, 이 대통령은 어제(29일) 청와대 수석보좌관회의에서 “흘러오는 거대한 수레를 피할 수는 없다”는 입장을 밝혔습니다. ■ 제보하기 ▷ 전화 : 02-781-1234, 4444 ▷ 이메일 : kbs1234@kbs.co.kr ▷ 카카오톡 : 'KBS제보' 검색, 채널 추가 ▷ 네이버, 유튜브에서 KBS뉴스를 구독해주세요!",C-14,T-13,B-13,True,5d6916f3aef6
이재명,884d2a176a71,,2026-01-30 15:40:14,"국힘, 공직자 재산공개에 ""다수가 서학개미…해외주식 처분해야""","""대통령은 '국장' 투자 독려하는데…국정 책임자들이 한국 경제 불신"" 국민의힘은 30일 이재명 정부 고위공직자 재산 공개와 관련, ""지금 즉시 청와대 참모와 국무위원 등 고위공직자의 해외 주식 처분을 지시하라""고... ",https://n.news.naver.com/mnews/article/001/0015876589?sid=100,https://www.yna.co.kr/view/AKR20260130112600001?input=1195m,"""대통령은 '국장' 투자 독려하는데…국정 책임자들이 한국 경제 불신"" (서울=연합뉴스) 조다운 기자 = 국민의힘은 30일 이재명 정부 고위공직자 재산 공개와 관련, ""지금 즉시 청와대 참모와 국무위원 등 고위공직자의 해외 주식 처분을 지시하라""고 촉구했다. 박성훈 당 수석대변인은 논평에서 이날 ""이 대통령은 '코스피 5,000 시대'를 외치며 개미들에게 '국장' 투자를 독려했지만, 정작 청와대 참모들과 국무위원들은 '미국 주식'을 수백억 원어치 쓸어 담으며 '한국 탈출'을 몸소 실천하고 있다""며 이같이 밝혔다. 그는 ""이장형 청와대 법무비서관, 노재현 주중대사, 최휘영 문화체육관광부 장관, 이찬진 금감원장 등 정권의 핵심 인사들이 엔비디아, MS 등 미국 빅테크 주식을 대거 보유 중인 '서학개미'로 드러났다""며 ""고위공직자 재산 공개 내역은 '미국 주식 투자자 명부'에 가깝다""고 지적했다. 이어 ""국정을 책임지는 사람들이 미국 기업의 성장에 수백억원을 베팅했다는 것은 한국 경제의 미래와 비전을 불신한다는 강력한 시그널""이라며 ""자신들은 꿈쩍도 하지 않으면서 국민에게 국내 증시 복귀 정책을 강요하는 것은 내로남불이라는 표현으로도 부족하다""고 비판했다. allluck@yna.co.kr",C-19,T-15,B-15,True,884d2a176a71
이재명,f48e4d61b085,,2026-01-30 15:40:14,"李 ""모두의 창업 후반기 예산, 추경에서 확보""","이재명 대통령이 30일 국가창업시대 전략회의 모두의 창업 프로젝트 보고를 받는 가운데 연내 추경 가능성에 대해 재차 언급했다. 이 대통령은 이날 청와대에서 열린 국가창업시대 전략회의에서 ""후반기 예산은 추경에서... ",https://n.news.naver.com/mnews/article/215/0001239922?sid=100,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202601300495&t=NN,"이재명 대통령이 30일 국가창업시대 전략회의 모두의 창업 프로젝트 보고를 받는 가운데 연내 추경 가능성에 대해 재차 언급했다. 이 대통령은 이날 청와대에서 열린 국가창업시대 전략회의에서 ""후반기 예산은 추경에서 확보해서 될 것 같다""고 말했다. 모두의 창업 프로젝트는 국가가 창업 초기 지원부터 재도전까지 책임지는 오디션 형식의 기획이다. 오는 3월부터 12월까지 진행되며 1천억 원 규모의 예산이 소요된다. 이 대통령은 ""일 년에 한 번 하는 게 적은 것 같다""며 ""예를 들어 3월에 출발한 1진, 5월에 출발한 2진, 7월에 출발한 3진 이럴 수도 있지 않느냐""고 물었다. 이에 한성숙 중소벤처기업부 장관은 ""기획 단계에서 그런 구조를 생각했다""며 ""일차적으로 한번 해서 분기 단위는 가능하지 않을까 싶다""고 답했다. 이 대통령은 ""확보된 예산이 없고 추경이 언제 될지 몰라서 그러는 것 같은데 이 것을 쪼개서 쓰고 후반기 부분은 추경에서 확보해서 해도 될 것 같다""고 말했다. 앞서 이 대통령은 지난 27일 열린 국무회의에서도 지방정부 체납관리단의 인력 확충이 필요하다며 연내 추경 가능성을 언급한 바 있다. 또 지난 23일 울산 타운홀 미팅에서도 문화·예술 강사들에 대한 지원 예산이 줄었다는 지적에 ""추경을 하는 기회가 생기면 대폭, 지금보다도 더 늘리겠다""고 예고하기도 했다.",C-21,T-17,B-17,True,f48e4d61b085
이재명,4790a882dc9b,,2026-01-30 15:40:14,"野성일종, 與대전·충남 행정통합법에 ""무늬만 분권…선거용""","민주당은 애초 국민의힘이 주도한 대전·충남 행정통합 문제에 소극적이었으나 이재명 대통령이 드라이브를 걸면서 속도전에 돌입, 이날 당론으로 별도의 법안을 제출했다. 성 의원은 자신의 법안과 민주당 법안을... ",https://n.news.naver.com/mnews/article/001/0015876585?sid=100,https://www.yna.co.kr/view/AKR20260130108700001?input=1195m,"""행정통합 목표는 자치권·재정독립…與법안엔 알맹이가 없다"" (서울=연합뉴스) 노선웅 기자 = 충남 서산·태안이 지역구인 국민의힘 성일종 의원은 30일 더불어민주당의 대전·충남 행정통합 특별법에 대해 ""무늬만 지방분권 시대를 지속하며 행정통합을 선거에 이용만 하겠다는 술수""라고 주장했다. 성 의원은 이날 오후 국회 소통관에서 기자회견을 열고 ""행정통합 목표는 지방정부의 자치권과 재정 독립을 이뤄 내자는 것이다. 민주당이 발의한 법에는 그런 알맹이가 없다""며 이같이 말했다. 앞서 성 의원은 작년 9월 '대전충남특별시 설치 및 경제과학수도 조성 특별법안'을 발의했다. 여기에는 국민의힘 의원이 대거 참여했으나 당시 민주당 의원들은 이름을 올리지 않았다. 민주당은 애초 국민의힘이 주도한 대전·충남 행정통합 문제에 소극적이었으나 이재명 대통령이 드라이브를 걸면서 속도전에 돌입, 이날 당론으로 별도의 법안을 제출했다. 성 의원은 자신의 법안과 민주당 법안을 비교하며 ""제 법은 중앙정부 권한을 대폭 이양하는 내용과 조세권 일부를 보장해달라는 내용이 핵심""이라며 ""민주당 법안은 중앙정부에 돈 좀 더 달라고 엎드려 구걸하는 내용일 뿐""이라고 주장했다. 이어 ""겨우 한시적으로 돈 더 받자고 행정통합을 하느냐""며 ""재정적 독립성과 예측 가능한 세수 모델이 있어야 지방 살림과 미래를 위한 투자를 할 수 있다""고 강조했다. 그러면서 ""민주당 법들은 행정통합이 목표가 아니라 지방 선거용 포퓰리즘 법안일 뿐이고 지방자치와 지방분권, 국토 균형발전 같은 국가 대개조의 가치들을 걷어차는 내용""이라고 말했다. bueno@yna.co.kr",C-22,T-18,B-18,True,4790a882dc9b
이재명,a514b35e5409,,2026-01-30 15:40:14,100등까지 1억·우승하면 10억…대국민 창업 오디션,"이재명 대통령이 '국가창업시대'를 열겠다고 강조했습니다. 아예 시작 단계부터 지원하고, 실패해도 재도전할 수 있게 한다는 것이 핵심입니다. 청와대에 나가 있는 취재기자 연결합니다. 김완진 기자, 지금 이재명... ",https://n.news.naver.com/mnews/article/374/0000489801?sid=101,https://biz.sbs.co.kr/article_hub/20000288642?division=NAVER,"[앵커] 이재명 대통령이 '국가창업시대'를 열겠다고 강조했습니다. 아예 시작 단계부터 지원하고, 실패해도 재도전할 수 있게 한다는 것이 핵심입니다. 청와대에 나가 있는 취재기자 연결합니다. 김완진 기자, 지금 이재명 대통령이 회의를 주재하고 있죠? [기자] 이재명 대통령이 스타트업 열풍 조성 방안과 모두의 창업 프로젝트를 제시하고 의견을 듣는 회의가 진행 중입니다. 이재명 대통령은, ""그간 창업한 이후 가능성 있는 곳에 대한 지원이 최대치였던 것에서 한 단계 더 나아가 좋은 아이디어가 있으면 시작할 때부터 정부가 지원하고 함께 책임지겠다""라고 강조했습니다. 그러면서 국가창업시대는 ""새로운 일자리를 만드는 것인 동시에, 새롭게 출발하는 청년 정책의 측면도 있다""며, 고용에서 창업으로 국가의 중심을 바꾸는 대전환의 첫날이라고 덧붙였습니다. 청와대는 어제(29일) 정부 발표대로 기금 운용 시 코스닥 투자 유인을 만든 만큼, 기관 투자금 유입으로 시장이 활성화돼 벤처 기업들이 일명 '데스밸리'를 빠르게 건너게 돕는데 역점을 뒀다고 설명했습니다. [앵커] 모두의 창업 프로젝트 구체적 혜택은 뭔가요? [기자] 오는 3월부터 진행되고, 일단 아이디어만 있다면 누구나 참여할 수 있습니다. 원하는 창업 기관에 간편한 서류만 제출하면 되고, 심사를 거쳐 대상이 된 5천 명에게 창업 활동 비용을 조건 없이 200만 원씩 지원한다는 계획입니다. 선발된 5천 명은 1천 명 정도로 추려져서 1명 당 최대 2천만 원을 지원받고, 지역별로 창업 오디션을 거치게 됩니다. 지역 오디션 통과하는 '창업루키'는 100명이고, 최대 1억 원의 사업화 자금을 받습니다. 이 100명이 참여하는 대국민 창업 경진대회가 열리고, 최종 우승자는 상금과 벤처투자를 합해 10억 원 이상을 챙기게 되는데, 해당 과정은 오디션 프로그램으로 만들어져 방송될 예정입니다. 이후에는 투자 유치가 되도록 500억 원 창업열풍 펀드를 조성하고, 테크 창업 기업을 대상으로는 공공 구매, 해외 전시 참여, 국내 100개 수요 기업 연결 등으로 관리합니다. 또한 모두의 창업 참가자들에게 도전, 실패 경력서를 발행하고 다시 한번 기회를 주는 재도전 플랫폼도 구성하기로 했습니다. 이 대통령은 추경을 해서라도 1년에 여러 차례 오디션을 하는 방안도 검토할 것을 주문했습니다. SBS Biz 김완진입니다. 당신의 제보가 뉴스로 만들어집니다. SBS Biz는 여러분의 제보를 기다리고 있습니다. 홈페이지 = https://url.kr/9pghjn",C-28,T-23,B-22,True,a514b35e5409
이재명,7b923471e82d,,2026-01-30 15:40:14,"'5000피 조롱 논란' 유튜버 슈카 ""조롱 아냐... 어느 한쪽 치우친 적 없...","슈카는 이재명 대통령이 지난해 대선 후보 시절 내세웠던 '코스피 지수 5,000 달성' 공약을 비꼬는 듯했던... 당시 그는 이재명 당시 더불어민주당 대선 후보의 '코스피 5,000 달성' 공약을 화면에 띄운 채 ""이런 거 저런 거... ",https://n.news.naver.com/mnews/article/469/0000911922?sid=102,https://www.hankookilbo.com/news/article/A2026013012510000682?did=NA,"""비난 마음 아파... 깊은 회의감·무력감"" ""코스피 5000 달성 정말 대단한 일"" 구독자가 약 360만 명에 달하는 경제 유튜브 채널 '슈카월드'를 운영하는 슈카(본명 전석재)가 이른바 '5,000피 조롱 논란'을 직접 해명했다. ""예능성 장면이었다""는 취지였다. 슈카는  이재명 대통령이 지난해 대선 후보 시절 내세웠던 '코스피 지수 5,000 달성' 공약을 비꼬는 듯했던 과거 발언이 최근 재조명되면서 논란의 중심에 섰다. 슈카는 29일 자신의 유튜브 채널에 해당 논란을 다룬 기사 제목을 공유하며 ""요 며칠 또 신문에 난 슈카다. 이제는 적응될 법도 한데, 항상 쉽지 않다""고 운을 뗐다. 이어 ""기사의 내용에 나온 장면들은 주식 예능성 장면이었고, 전체를 보면 조롱하는 내용이 아니라는 것을 쉽게 알 수 있다""고 설명했다. 그러면서 ""좌우에 중점을 두지 않고, 언급하지도 않는다. 방송하는 이상 어느 한쪽에 치우치지 않는다는 원칙을 지키려고 노력하고 있다""고 강조했다. 자신의 의도를 다른 방향으로 해석한 언론 보도가 이어져 안타깝다는 심정도 재차 표현했다. 슈카는 ""평소에 하던 말과 반대되는 기사가 나오고, 쏟아지는 비난에 마음이 아프다""며 ""깊은 회의감과 무력감을 감추기 어렵다""고 토로했다. 끝으로 ""코스피 5,000은 정말 대단한 일이다. 100번 칭찬해도 아깝지 않은 업적""이라며 ""앞으로 훨씬 더 높게 갈 수 있다면 정말 좋겠다""고 글을 맺었다. 문제의 발단은 지난해 4월 21일 슈카가 자신의 다른 유튜브 채널 '머니 코믹스'에 게시한 영상이었다. 당시 그는 이재명 당시 더불어민주당 대선 후보의 '코스피 5,000 달성' 공약을 화면에 띄운 채 ""이런 거 저런 거 좋은 거 다 해서 코스피 5,000""이라고 크게 외친 뒤 무표정으로 박수를 쳤다. ""지금부터 딱 100% 오르면 된다. 대선 테마주(는) 코스피(다)""라고 빈정거리기도 했다. 그러나 22일 코스피가 5,000선에 안착하자 사회관계망서비스(SNS)를 중심으로 ""당시 슈카의 언행이 경솔했다""는 비판이 쏟아졌다. 이에 슈카가 이날 해명에 나선 것으로 보인다.",C-32,T-26,B-25,True,7b923471e82d
이재명,eb768cb4848e,,2026-01-30 15:40:14,"민주당·혁신당 합당 두고 '밀약설' 등장…혁신당 ""모욕 말라""",민주당 의원의 '대통령 뜻' 언급 역시 이재명 대통령이 지방선거 전 두 당의 성급한 합당을 원하지 않는다는... 합당 논의는 최근 민주당 내 친명(친이재명)계와 친청(친정청래)계 갈등의 핵심 쟁점으로 부상하고 있다.... ,https://n.news.naver.com/mnews/article/053/0000055460?sid=100,http://weekly.chosun.com/news/articleView.html?idxno=48338,"더불어민주당과 조국혁신당의 합당 추진을 두고 '밀약'이라는 표현이 등장한 텔레그램 대화가 유출되면서 여권 내 논란이 확산되고 있다. 조국혁신당은 ""근거 없는 밀약설""이라며 강하게 반발했고, 민주당 내부에서도 합당 논의를 둘러싼 신경전이 이어졌다. 논란은 지난 29일 국회 본회의장에서 한 민주당 의원의 휴대전화 화면이 언론사 뉴시스 사진기자에게 포착되면서 불거졌다. 해당 화면에는 민주당 의원과 국무위원이 텔레그램을 통해 민주당과 조국혁신당 간 합당 문제를 논의하는 내용이 담겨 있었다. 공개된 대화에서 국무위원은 민주당 의원에게 ""밀약? 타격 소재. 밀약 여부 밝혀야""라며 ""당명 변경 불가, 나눠먹기 불가""라고 메시지를 보냈다. 이에 민주당 의원은 ""네. 일단 지선(지방선거) 전에 급히 해야 하는 게 통(대통령)의 생각이라는 건 바람직하지 않습니다""라고 답했다. 국무위원은 앞서 황운하 조국혁신당 의원이 ""합당 시 조국 대표가 공동대표를 맡아야 한다""고 언급한 것과 관련해, 조국 대표가 이를 경고했다는 혁신당 입장문도 함께 공유한 것으로 나타났다. 정치권에서는 국무위원의 '밀약 여부 밝혀야'라는 발언을 두고 정청래 민주당 대표와 조국혁신당 지도부 사이에 공개되지 않은 합의가 있었는지를 문제 삼은 것 아니냐는 해석이 나왔다. 민주당 의원의 '대통령 뜻' 언급 역시 이재명 대통령이 지방선거 전 두 당의 성급한 합당을 원하지 않는다는 점을 분명히 해야 한다는 취지로 읽힌다. 이에 대해 서왕진 조국혁신당 원내대표는 30일 페이스북을 통해 ""조국 대표를 비롯한 당의 구성원 그 누구도 민주당과 합당에 관한 실무 논의를 진행한 바 없다""고 밝혔다. 그는 ""여권 인사들이 사적 대화에서조차 근거 없는 밀약설을 제기하며 타격 소재를 궁리하는 모습에 강한 유감을 표한다""며 ""근거 없는 밀약설로 우당(友黨)의 대표를 모욕하지 말라""고 했다. 조국 대표 역시 해당 글을 자신의 페이스북에 공유하며 공감을 표시했다. 민주당 내부에서도 불편한 기류가 감지됐다. 강득구 민주당 최고위원은 이날 페이스북에 ""민주당에서는 여러 상황상 합당 문제는 논의조차 시작하지 않았다""며 ""그럼에도 불구하고 일방적으로 조건과 공동대표가 거론되는 것, 민주당 당 명칭 사용 불가 등의 내용은 시점과 내용 모두 잘못됐다""고 밝혔다. 그는 ""깊은 유감을 표한다""며 자제를 요청했다. 앞서 황운하 조국혁신당 의원은 이날 오전 BBS 라디오 '금태섭의 아침저널'에 출연해 사견을 전제로 ""합당 시 조국 대표가 공동대표를 하면 좋겠다""고 언급했다. 이에 대해 조국 대표는 ""부적절한 발언""이라며 선을 그었지만, 해당 발언을 계기로 민주당 지지층 일각에서는 ""정청래 대표가 이면 합의를 한 것 아니냐""는 의혹이 제기됐다. 합당 논의는 최근 민주당 내 친명(친이재명)계와 친청(친정청래)계 갈등의 핵심 쟁점으로 부상하고 있다. 정청래 대표는 지난 22일 조국혁신당에 전격적으로 합당을 제안했는데, 이를 두고 이언주·강득구·황명선 최고위원 등 친명계는 ""독선적 당 운영""이라며 공개 반발했다. 김민석 국무총리도 지난 27일 유튜브 방송에서 ""이 시점에 그런 방식으로 제기돼 논란이 되는 것은 바람직하지 않다""고 언급한 바 있다. ※주간조선 온라인 기사입니다.",C-34,T-28,B-26,True,eb768cb4848e
