pubDate,title,link,originallink,press,collected_at,search_keyword,description
2026-01-13 09:24:00,[포토] <b>우원식</b> 국회의장 만나는 장동혁-이준석,https://www.newscj.com/news/articleView.html?idxno=3362991,https://www.newscj.com/news/articleView.html?idxno=3362991,,2026-01-13 19:10:02,우원식,"<b>우원식</b> 국회의장이 13일 오후 서울 여의도 국회 의장실에서 국민의힘 장동혁 대표, 개혁신당 이준석 대표와 기념촬영을 마친 뒤 자리로 앉고 있다."
2026-01-13 09:22:00,[포토] <b>우원식</b> 의장 만나는 장동혁-이준석,https://www.newscj.com/news/articleView.html?idxno=3362988,https://www.newscj.com/news/articleView.html?idxno=3362988,,2026-01-13 19:10:02,우원식,"<b>우원식</b> 국회의장이 13일 오후 서울 여의도 국회 의장실에서 국민의힘 장동혁 대표, 개혁신당 이준석 대표와 기념촬영을 마친 뒤 자리로 앉고 있다."
2026-01-13 09:22:00,악수하는 <b>우원식</b>-이준석,https://www.gukjenews.com/news/articleView.html?idxno=3479760,https://www.gukjenews.com/news/articleView.html?idxno=3479760,,2026-01-13 19:10:02,우원식,<b>우원식</b> 국회의장이 13일 오후 서울 여의도 국회의장 집무실에서 2차특검법 등 법안처리 관련 항의방문을 온 이준석 개혁신당 대표와 악수를 하고 있다./사진=이용우 기자
2026-01-13 09:21:00,국회의장실에 항의방문 온 장동혁-이준석,https://n.news.naver.com/mnews/article/003/0013708542?sid=100,https://www.newsis.com/view/NISI20260113_0021125603,,2026-01-13 19:10:02,우원식,"<b>우원식</b> 국회의장이 13일 오후 서울 여의도 국회의장 집무실에서 2차특검법 등 법안처리 관련 항의방문을 온 장동혁 국민의힘 대표, 이준석 개혁신당 대표와 면담을 하기 위해 자리에 앉고 있다. 2026.01.13.... "
2026-01-13 09:21:00,국회의장실에 항의방문 온 장동혁-이준석,https://n.news.naver.com/mnews/article/003/0013708540?sid=100,https://www.newsis.com/view/NISI20260113_0021125605,,2026-01-13 19:10:02,우원식,"<b>우원식</b> 국회의장이 13일 오후 서울 여의도 국회의장 집무실에서 2차특검법 등 법안처리 관련 항의방문을 온 장동혁 국민의힘 대표, 이준석 개혁신당 대표와 면담을 하고 있다. 2026.01.13. suncho21@newsis.com"
2026-01-13 09:21:00,국회의장실에 항의방문 온 장동혁-이준석,https://n.news.naver.com/mnews/article/003/0013708544?sid=100,https://www.newsis.com/view/NISI20260113_0021125602,,2026-01-13 19:10:02,우원식,"<b>우원식</b> 국회의장이 13일 오후 서울 여의도 국회의장 집무실에서 2차특검법 등 법안처리 관련 항의방문을 온 장동혁 국민의힘 대표, 이준석 개혁신당 대표와 면담을 하고 있다. 2026.01.13. suncho21@newsis.com"
2026-01-13 09:21:00,발언하는 <b>우원식</b> 국회의장,https://n.news.naver.com/mnews/article/003/0013708538?sid=100,https://www.newsis.com/view/NISI20260113_0021125609,,2026-01-13 19:10:02,우원식,"<b>우원식</b> 국회의장이 13일 오후 서울 여의도 국회의장 집무실에서 2차특검법 등 법안처리 관련 항의방문을 온 장동혁 국민의힘 대표, 이준석 개혁신당 대표에게 발언을 하고 있다. 2026.01.13. suncho21@newsis.com"
2026-01-13 09:21:00,국회의장실에 항의방문 온 장동혁-이준석,https://n.news.naver.com/mnews/article/003/0013708539?sid=100,https://www.newsis.com/view/NISI20260113_0021125606,,2026-01-13 19:10:02,우원식,"<b>우원식</b> 국회의장이 13일 오후 서울 여의도 국회의장 집무실에서 2차특검법 등 법안처리 관련 항의방문을 온 장동혁 국민의힘 대표, 이준석 개혁신당 대표와 면담을 하고 있다. 2026.01.13. suncho21@newsis.com"
2026-01-13 09:21:00,국회의장실에 항의방문 온 장동혁-이준석,https://n.news.naver.com/mnews/article/003/0013708541?sid=100,https://www.newsis.com/view/NISI20260113_0021125604,,2026-01-13 19:10:02,우원식,"<b>우원식</b> 국회의장이 13일 오후 서울 여의도 국회의장 집무실에서 2차특검법 등 법안처리 관련 항의방문을 온 장동혁 국민의힘 대표, 이준석 개혁신당 대표와 면담을 하고 있다. 2026.01.13. suncho21@newsis.com"
2026-01-13 09:20:00,[포토] 중소기업계 응원 온 국회의장과 당대표들,http://www.shinailbo.co.kr/news/articleView.html?idxno=2177186,http://www.shinailbo.co.kr/news/articleView.html?idxno=2177186,,2026-01-13 19:10:02,우원식,"손경식 한국경영자총협회 회장, 장동혁 국민의힘 당대표, <b>우원식</b> 국회의장, 김기문 중소기업중앙회 회장, 정청래 더불어민주당 당대표, 한성숙 중소벤처기업부 장관, 조국 조국혁신당 당대표, 윤진식 한국무역협회... "
2026-01-13 09:16:00,禹의장 &quot;동반성장 입법 추진&quot; 여야 &quot;중기 지원 협력&quot;,http://www.hansbiz.co.kr/news/articleView.html?idxno=808279,http://www.hansbiz.co.kr/news/articleView.html?idxno=808279,,2026-01-13 19:10:02,우원식,"/ 이호형 기자 | 한스경제=김현경 기자 |  <b>우원식</b> 국회의장이 13일 중소기업인 신년인사회에서 불공정 거래 구조 개선과 대·중소기업 상생 성장, 지방균형 발전을 위한 입법에 집중하겠다고 밝혔다. 우 의장은 이날... "
2026-01-13 09:15:00,"<b>우원식</b> 국회의장, 장동혁·이준석 대표 접견",https://n.news.naver.com/mnews/article/001/0015845027?sid=100,https://www.yna.co.kr/view/PYH20260113188500013?input=1196m,,2026-01-13 19:10:02,우원식,<b>우원식</b> 국회의장이 13일 국회에서 더불어민주당의 법안 강행 처리에 항의해 방문한 국민의힘 장동혁 대표와 개혁신당 이준석 대표를 접견하고 있다. 2026.1.13
2026-01-13 09:14:00,악수하는 <b>우원식</b>-장동혁,https://n.news.naver.com/mnews/article/003/0013708533?sid=100,https://www.newsis.com/view/NISI20260113_0021125599,,2026-01-13 19:10:02,우원식,"<b>우원식</b> 국회의장이 13일 오후 서울 여의도 국회의장 집무실에서 2차특검법 등 법안처리 관련 항의방문을 온 장동혁 국민의힘 대표, 이준석 개혁신당 대표와 인사를 하고 있다. 2026.01.13. suncho21@newsis.com"
2026-01-13 09:14:00,굳은 표정의 <b>우원식</b> 국회의장,https://n.news.naver.com/mnews/article/003/0013708531?sid=100,https://www.newsis.com/view/NISI20260113_0021125601,,2026-01-13 19:10:02,우원식,"<b>우원식</b> 국회의장이 13일 오후 서울 여의도 국회의장 집무실에서 2차특검법 등 법안처리 관련 항의방문을 온 장동혁 국민의힘 대표, 이준석 개혁신당 대표와 손을 잡고 기념촬영을 하고 있다. 2026.01.13.... "
2026-01-13 09:14:00,'기념촬영은 손잡고',https://n.news.naver.com/mnews/article/003/0013708532?sid=100,https://www.newsis.com/view/NISI20260113_0021125600,,2026-01-13 19:10:02,우원식,"<b>우원식</b> 국회의장이 13일 오후 서울 여의도 국회의장 집무실에서 2차특검법 등 법안처리 관련 항의방문을 온 장동혁 국민의힘 대표, 이준석 개혁신당 대표와 기념촬영을 하기 위해 손을 잡고 있다. 2026.01.... "
2026-01-13 09:10:00,"장동혁·이준석 대표, 국회의장실 항의 방문",https://n.news.naver.com/mnews/article/001/0015845020?sid=100,https://www.yna.co.kr/view/PYH20260113188200013?input=1196m,,2026-01-13 19:10:02,우원식,"국민의힘 장동혁 대표(오른쪽)와 개혁신당 이준석 대표(왼쪽)가 13일 국회에서 더불어민주당의 일방적인 법안 강행 처리에 항의하며 국회의장실을 방문, <b>우원식</b> 국회의장과 기념 촬영을 마친 뒤 자리로 돌아서고... "
2026-01-13 09:10:00,[포토] 2026 중소기업인 신년인사회 열려,http://www.sisafocus.co.kr/news/articleView.html?idxno=353584,http://www.sisafocus.co.kr/news/articleView.html?idxno=353584,,2026-01-13 19:10:02,우원식,"이 자리에는 김기문 중소기업중앙회 회장을 비롯해 <b>우원식</b> 국회의장, 정청래 더불어민주당 대표, 장동혁 국민의힘 대표, 조국 조국혁신당 대표, 한성숙 중소벤처기업부 장관, 손경식 한국경영자총협회 회장 등 정부... "
2026-01-13 09:10:00,"<b>우원식</b> 국회의장, 장동혁·이준석 대표 접견",https://n.news.naver.com/mnews/article/001/0015845022?sid=100,https://www.yna.co.kr/view/PYH20260113188400013?input=1196m,,2026-01-13 19:10:02,우원식,<b>우원식</b> 국회의장이 13일 국회에서 더불어민주당의 법안 강행 처리에 항의해 방문한 국민의힘 장동혁 대표와 개혁신당 이준석 대표를 접견하고 있다. 2026.1.13
2026-01-13 09:10:00,"<b>우원식</b> 국회의장, 장동혁·이준석 대표 접견",https://n.news.naver.com/mnews/article/001/0015845021?sid=100,https://www.yna.co.kr/view/PYH20260113188300013?input=1196m,,2026-01-13 19:10:02,우원식,<b>우원식</b> 국회의장이 13일 국회에서 더불어민주당의 법안 강행 처리에 항의해 방문한 국민의힘 장동혁 대표와 개혁신당 이준석 대표를 접견하고 있다. 2026.1.13
2026-01-13 09:10:00,한병도·송언석 원내대표 회동…통일교 특검 등 합의는 불발,https://n.news.naver.com/mnews/article/421/0008712129?sid=100,https://www.news1.kr/politics/assembly/6037894,,2026-01-13 19:10:02,우원식,"그는 &quot;서로의 생각을 나누고, 나는 여당 입장을 이야기하고 송 원내대표는 야당 생각을 이야기하는 정도였다&quot;고 덧붙였다. 한편 14일에는 <b>우원식</b> 국회의장 주재로 양당 원내대표 회동이 예정돼 있다."
